educ,R1 - R400,r1,R401 - R800,r2,R801 - R1 600,r3,No income,r0,R1 601 - R3 200,r4,R3 201 - R6 400,r5,R6 401 - R12 800,r6,R12 801 - R25 600,r7,R25 601 - R51 200,r8,R51 201 - R102 400,r9,R102 401 - R204 800,r10,R204 801 or more,r11,Total,first,second,third,r_len,year,sex,color,state
Complete primary,0,0,2145806,187.2748092,3437418,300,1145806,100,103103,8.99829465,1145806,100,0,0,0,0,0,0,0,0,0,0,0,0,1145806,7,14,32,10,2001,Male,Indian or Asian,Free State
Some secondary,1145806,17.79915488,1145806,17.79915488,2291612,35.59830976,2291612,35.59830976,1145806,17.79915488,3437418,53.39746464,1145806,17.79915488,1145806,17.79915488,1145806,17.79915488,0,0,0,0,0,0,6437418,7,14,32,10,2001,Male,Indian or Asian,Free State
Grade 12/Std 10,1145806,148.2470633,2291612,296.4941267,6614254,855.7676707,572903,74.12353167,3437418,444.74119,8874836,1148.247063,2291612,296.4941267,1145806,148.2470633,2291612,296.4941267,3437418,444.74119,1145806,148.2470633,1145806,148.2470633,772903,7,14,32,10,2001,Male,Indian or Asian,Free State
Higher,1145806,170.2780341,1,0.00014861,3437418,510.8341024,3437418,510.8341024,1,0.00014861,2291612,340.5560683,2145806,318.8878635,3145806,467.4976928,10153488,1508.908119,2291612,340.5560683,1145806,170.2780341,1145806,170.2780341,672903,7,14,32,10,2001,Male,Indian or Asian,Free State
No schooling,1270552,3.266172638,2490614,6.40255204,2541104,6.532345277,9470314,24.34507243,1413956,3.634817307,2541104,6.532345277,2541104,6.532345277,2413956,6.205489454,1270552,3.266172638,1270552,3.266172638,1413956,3.634817307,1137476,2.924077872,38900332,7,14,32,7,2001,Male,Indian or Asian,Gauteng
Some primary,1413956,2.637141107,1352902,2.52327051,5082208,9.478724678,806978,1.505078557,2705804,5.046541021,6782972,12.65078566,3811656,7.109043508,1270552,2.369681169,8904428,16.60747089,1270552,2.369681169,0,0,1137476,2.121483779,53617002,7,14,32,7,2001,Male,Indian or Asian,Gauteng
Complete primary,1270552,4.540264422,5241868,18.73159602,2270552,8.11372259,706978,2.526356309,2827912,10.10542523,608708,2.175192575,1270552,4.540264422,1270552,4.540264422,1270552,4.540264422,0,0,0,0,3811656,13.62079327,27984097,7,14,32,7,2001,Male,Indian or Asian,Gauteng
Some secondary,10207256,2.206940858,9901986,2.140937533,29129788,6.298237189,91434125,19.76924124,93080516,20.12521229,115387521,24.94827549,42728244,9.238399379,2541104,0.549419574,2541104,0.549419574,1413956,0.305715588,1137476,0.245937033,1270552,0.274709787,462507002,7,14,32,7,2001,Male,Indian or Asian,Gauteng
Grade 12/Std 10,9037268,0.85238643,33116746,3.123539647,17527504,1.653177328,505072467,47.63794955,258536861,24.38494819,336770385,31.76385897,52092632,4.913326972,6489938,0.612124713,19381428,1.828037657,7490236,0.706471859,1270552,0.119837243,1413956,0.133362971,1060231332,7,14,32,7,2001,Male,Indian or Asian,Gauteng
Higher,4058706,0.583908803,5655824,0.81367939,4241868,0.610259543,38071128,5.477131575,10164416,1.462311382,137452222,19.7746677,67861346,9.762923781,86313084,12.417497,6033174,0.867967133,268965422,38.69491352,676451,0.097318134,3827912,0.55070545,695092449,7,14,32,7,2001,Male,Indian or Asian,Gauteng
No schooling,3469317,24.02067403,24282813,168.1280597,9619272,66.60140804,36980365,256.0427004,18570143,128.5749765,11773343,81.5156512,1180659,8.174584502,2361318,16.349169,1180659,8.174584502,1180659,8.174584502,1180659,8.174584502,1180659,8.174584502,14443046,7,14,32,13,2001,Male,Indian or Asian,KwaZulu-Natal
Some primary,5942708,1.932687971,27581437,8.970037146,32640025,10.61519154,116233532,37.80147857,52866514,17.19325191,13625931,4.431426369,7011294,2.280213595,2361318,0.767948029,1180659,0.383974014,1180659,0.383974014,1180659,0.383974014,1180659,0.383974014,307484089,7,14,32,13,2001,Male,Indian or Asian,KwaZulu-Natal
Complete primary,3541977,1.635276148,379131,0.175038935,4541977,2.096960723,55280704,25.52224836,11212931,5.176837289,1280659,0.591260507,4722636,2.180368197,1180659,0.545092049,1180659,0.545092049,0,0,0,0,1180659,0.545092049,216598096,7,14,32,13,2001,Male,Indian or Asian,KwaZulu-Natal
Some secondary,31516475,0.463803716,383845068,5.648752561,392138188,5.770796027,50074022,0.736900858,373880343,5.502109369,346517556,5.099432284,101356015,1.491578496,5830635,0.08580497,5722636,0.084215631,5649976,0.08314635,1180659,0.01737485,1180659,0.01737485,6795218305,7,14,32,13,2001,Male,Indian or Asian,KwaZulu-Natal
Grade 12/Std 10,11433003,0.82124599,100744623,7.236604214,78452153,5.635309996,139669439,10.03261932,29103475,2.090536681,125405911,9.008053403,15095248,1.084309336,62161927,4.465163991,8083954,0.58067988,7083954,0.508848709,4722636,0.339232473,3541977,0.254424355,1392153281,7,14,32,13,2001,Male,Indian or Asian,KwaZulu-Natal
Higher,3361318,0.711605849,10264613,2.173063856,9445272,1.999605751,423084537,89.56886297,44689961,9.461061899,221459979,46.88405455,288234732,61.02056435,118812581,25.15314755,1139359,0.241207327,10445272,2.211310163,4649976,0.984420433,3361318,0.711605849,472356713,7,14,32,13,2001,Male,Indian or Asian,KwaZulu-Natal
No schooling,1,0.000395291,1164698,460.3949751,1,0.000395291,1377517,544.5204721,2755034,1089.040944,1377517,544.5204721,1152263,455.4795279,1377517,544.5204721,0,0,1377517,544.5204721,0,0,0,0,252978,7,14,32,7,2001,Male,Indian or Asian,Limpopo
Some primary,1377517,50,1377517,50,1377517,50,1377517,50,1377517,50,1377517,50,1377517,50,0,0,0,0,1377517,50,0,0,0,0,2755034,7,14,32,7,2001,Male,Indian or Asian,Limpopo
Complete primary,0,0,1377517,1.620663204,1377517,1.620663204,28206714,33.18549499,1152263,1.35564951,8265102,9.723979226,1377517,1.620663204,1377517,1.620663204,0,0,0,0,0,0,0,0,84997117,7,14,32,7,2001,Male,Indian or Asian,Limpopo
Some secondary,1377517,15.23827613,1,1.11E-05,2755034,30.47655226,4697311,51.96227857,1377517,15.23827613,1377517,15.23827613,5510068,60.95310452,1377517,15.23827613,1,1.11E-05,1377517,15.23827613,1377517,15.23827613,1377517,15.23827613,9039848,7,14,32,7,2001,Male,Indian or Asian,Limpopo
Grade 12/Std 10,1377517,7.89081854,1,5.73E-06,12052169,69.0383339,1377517,7.89081854,347094443,1988.258051,7313153,41.89187014,5510068,31.56327416,1377517,7.89081854,1137354,6.515094935,1377517,7.89081854,1377517,7.89081854,1377517,7.89081854,17457213,7,14,32,7,2001,Male,Indian or Asian,Limpopo
Higher,1152263,7.594468086,1377517,9.07909817,2242564,14.78054987,1377517,9.07909817,9265102,61.06550454,7364086,48.53606869,1477517,9.738189722,2755034,18.15819634,1377517,9.07909817,1377517,9.07909817,1377517,9.07909817,1377517,9.07909817,15172399,7,14,32,7,2001,Male,Indian or Asian,Limpopo
No schooling,1032033,32.62923467,2064066,65.25846934,1032033,32.62923467,320142,10.12175817,1032033,32.62923467,1032033,32.62923467,1807228,57.13815984,1807228,57.13815984,0,0,0,0,0,0,0,0,3162909,7,14,32,10,2001,Male,Indian or Asian,Mpumalanga
Some primary,5444095,132.2534363,2064066,50.14236917,1032033,25.07118458,2064066,50.14236917,1032033,25.07118458,947024,23.00606038,1032033,25.07118458,0,0,1032033,25.07118458,1,2.43E-05,0,0,0,0,4116411,7,14,32,10,2001,Male,Indian or Asian,Mpumalanga
Complete primary,1032033,90.73982243,1032033,90.73982243,1137354,100,4306741,378.6631955,1032033,90.73982243,1032033,90.73982243,1032033,90.73982243,0,0,0,0,0,0,0,0,0,0,1137354,7,14,32,10,2001,Male,Indian or Asian,Mpumalanga
Some secondary,4903327,37.26048173,1032033,7.842439784,2064066,15.68487957,5148444,39.1231308,5160165,39.21219892,5160165,39.21219892,3096099,23.52731935,2064066,15.68487957,1032033,7.842439784,1032033,7.842439784,1032033,7.842439784,1032033,7.842439784,13159591,7,14,32,10,2001,Male,Indian or Asian,Mpumalanga
Grade 12/Std 10,1032033,4.012655324,3064066,11.91341822,1032033,4.012655324,5128132,19.93872887,1032033,4.012655324,14384396,55.92807903,6192198,24.07593194,1032033,4.012655324,1032033,4.012655324,2064066,8.025310647,1032033,4.012655324,1032033,4.012655324,25719453,7,14,32,10,2001,Male,Indian or Asian,Mpumalanga
Higher,1032033,3.698311964,1032033,3.698311964,1137354,4.075731983,1032033,3.698311964,1032033,3.698311964,2064066,7.396623929,7160165,25.65860189,2064066,7.396623929,2064066,7.396623929,1152263,4.129158699,1032033,3.698311964,1032033,3.698311964,27905515,7,14,32,10,2001,Male,Indian or Asian,Mpumalanga
No schooling,1128379,103.8431134,1182424,108.8167978,2650448,243.9169571,1086619,100,1325224,121.9584785,1182424,108.8167978,1182424,108.8167978,0,0,0,0,0,0,0,0,1244872,114.5637984,1086619,7,14,32,10,2001,Male,Indian or Asian,North West
Some primary,1,4.79E-05,1325224,63.51058818,1186062,56.8413304,1182424,56.66698137,1182424,56.66698137,1182424,56.66698137,1325224,63.51058818,1182424,56.66698137,0,0,0,0,0,0,0,0,2086619,7,14,32,10,2001,Male,Indian or Asian,North West
Complete primary,1325224,100,1244872,93.93672315,1186062,89.49898281,1182424,89.22446319,1457152,109.9551472,1182424,89.22446319,1325224,100,107957,8.146320924,1182424,89.22446319,0,0,0,0,0,0,1325224,7,14,32,10,2001,Male,Indian or Asian,North West
Some secondary,3975672,16.15839591,1182424,4.805747336,3975672,16.15839591,2364848,9.611494672,2364848,9.611494672,3650448,14.8365821,2,8.13E-06,2182424,8.870065496,5239528,21.2951088,1182424,4.805747336,1457152,5.922329336,1182424,4.805747336,24604373,7,14,32,10,2001,Male,Indian or Asian,North West
Grade 12/Std 10,3626677,34.67387971,1325224,12.67018198,3975672,38.01054593,2782376,26.60169922,5591348,53.45767708,9714104,92.87446154,3787381,36.21033613,1244872,11.90195377,1182424,11.30490185,1182424,11.30490185,1325224,12.67018198,1182424,11.30490185,10459392,7,14,32,10,2001,Male,Indian or Asian,North West
Higher,1182424,3.887079605,1325224,4.356517783,1182424,3.887079605,3650448,12.00041776,3734616,12.27711015,9408496,30.92932224,3734616,12.27711015,1182424,3.887079605,1,3.29E-06,1457152,4.790215541,1182424,3.887079605,1325224,4.356517783,30419341,7,14,32,10,2001,Male,Indian or Asian,North West
No schooling,109443,10.21730789,2142306,200,6859828,640.4153282,1071153,100,1071153,100,109443,10.21730789,0,0,0,0,0,0,0,0,0,0,0,0,1071153,7,14,32,13,2001,Male,Indian or Asian,Northern Cape
Some primary,1066559,974.5337756,1071153,978.7313944,109443,100,109443,100,1,0.000913718,1071153,978.7313944,0,0,0,0,0,0,0,0,0,0,0,0,109443,7,14,32,13,2001,Male,Indian or Asian,Northern Cape
Complete primary,109443,1.7102195,1576538,24.63589294,1576538,24.63589294,17091186,267.0767393,109443,1.7102195,109443,1.7102195,1071153,16.73845516,0,0,0,0,0,0,0,0,0,0,6399354,7,14,32,13,2001,Male,Indian or Asian,Northern Cape
Some secondary,109443,5.108653946,1576538,73.59070086,1576538,73.59070086,109443,5.108653946,2182302,101.8669602,109443,5.108653946,109443,5.108653946,109443,5.108653946,0,0,1071153,50,0,0,0,0,2142306,7,14,32,13,2001,Male,Indian or Asian,Northern Cape
Grade 12/Std 10,1071153,165.5018811,109443,16.90983676,1,0.000154508,1086619,167.8915044,218886,33.81967352,109443,16.90983676,218886,33.81967352,2142306,331.0037623,0,0,0,0,1071153,165.5018811,0,0,647215,7,14,32,13,2001,Male,Indian or Asian,Northern Cape
Higher,1071153,90.58958546,109443,9.255816864,1244872,105.2813542,1,8.46E-05,109443,9.255816864,1071153,90.58958546,109443,9.255816864,1071153,90.58958546,1071153,90.58958546,318886,26.9688369,1,8.46E-05,0,0,1182424,7,14,32,13,2001,Male,Indian or Asian,Northern Cape
